Sample,Baseline_Precision,Baseline_Recall,Baseline_F1,Alignment_Precision,Alignment_Recall,Alignment_F1,Precision_Improvement,Recall_Improvement,F1_Improvement,Runtime_seconds
光年之外,0.9120654396728016,0.9570815450643777,0.9340314136125654,0.997716894977169,0.9357601713062098,0.9657458563535912,0.08565145530436735,-0.021321373758167894,0.03171444274102586,9.498555660247803
以父之名,0.8581997533908755,0.90625,0.8815706143128563,0.9618717504332756,0.7161290322580646,0.8210059171597633,0.10367199704240004,-0.19012096774193543,-0.06056469715309298,24.214319229125977
想见你想见你想见你,0.5749486652977412,0.7821229050279329,0.6627218934911242,0.9727891156462585,0.7988826815642458,0.8773006134969326,0.3978404503485172,0.016759776536312887,0.21457872000580835,13.637423753738403
给电影人的情书,0.7214137214137214,0.9455040871934605,0.8183962264150942,1.0,0.860655737704918,0.9251101321585903,0.2785862785862786,-0.08484834948854247,0.10671390574349604,4.356408357620239
野子,0.6118881118881119,0.85995085995086,0.7150153217568948,1.0,0.21182266009852216,0.3495934959349593,0.3881118881118881,-0.6481281998523378,-0.36542182582193544,5.539570093154907
来迟,0.6423841059602649,0.8798185941043084,0.7425837320574161,0.9920424403183024,0.8442437923250564,0.9121951219512195,0.3496583343580375,-0.035574801779251986,0.16961138989380342,8.903421401977539
是妈妈是女儿,0.7677053824362606,0.8885245901639345,0.82370820668693,0.9844054580896686,0.8278688524590164,0.8993766696349066,0.216700075653408,-0.060655737704918056,0.07566846294797658,10.384501457214355
My Heart Will Go On,0.43503937007874016,0.8435114503816794,0.574025974025974,0.8869047619047619,0.5708812260536399,0.6946386946386948,0.4518653918260217,-0.2726302243280395,0.12061272061272077,5.7364020347595215
明天会更好,0.6704416761041903,0.9235569422776911,0.7769028871391077,0.9880478087649402,0.3862928348909657,0.555431131019037,0.31760613266075,-0.5372641073867255,-0.22147175612007075,30.397883415222168
月牙湾,0.5828970331588132,0.9226519337016574,0.7144385026737968,1.0,0.9116022099447514,0.953757225433526,0.41710296684118675,-0.011049723756906049,0.2393187227597292,8.191003561019897
凉凉,0.6167315175097277,0.8521505376344086,0.7155756207674944,0.958904109589041,0.5645161290322581,0.7106598984771574,0.3421725920793134,-0.2876344086021505,-0.004915722290336988,6.684421062469482
慢慢喜欢你,0.7102272727272727,0.9282178217821783,0.8047210300429185,0.9922480620155039,0.9504950495049505,0.9709228824273072,0.28202078928823116,0.022277227722772186,0.16620185238438867,5.797443389892578
不为谁而作的歌,0.04460966542750929,0.06629834254143646,0.05333333333333332,0.9704918032786886,0.8176795580110497,0.8875562218890556,0.9258821378511792,0.7513812154696133,0.8342228885557222,14.67038083076477
梦一场,0.7536656891495601,0.9625468164794008,0.8453947368421052,0.851063829787234,0.449438202247191,0.588235294117647,0.09739814063767394,-0.5131086142322098,-0.25715944272445823,7.181094646453857
黑暗骑士,0.6047032474804032,0.9424083769633508,0.7366984993178718,0.9940711462450593,0.8778359511343804,0.9323447636700648,0.38936789876465616,-0.06457242582897038,0.195646264352193,17.184638023376465
Aggregate,0.6337947101130663,0.8440396535511119,0.7199411994983653,0.9700371454033269,0.7149402725690146,0.8029249278908303,0.33624243529026054,-0.12909938098209728,0.08298372839246493,11.49183112780253
